start_date,lowest_price,weekday
2019-05-29 10:30:00,85.08,wednesday
2019-05-29 11:30:00,85.1,wednesday
2019-05-29 14:00:00,75.4,wednesday
2019-05-29 14:30:00,75.4,wednesday
2019-05-29 15:00:00,75.4,wednesday
2019-05-29 16:00:00,78.8,wednesday
2019-05-29 17:00:00,78.8,wednesday
2019-05-29 17:30:00,85.1,wednesday
2019-05-29 18:00:00,85.1,wednesday
2019-05-29 19:00:00,66.75,wednesday
2019-05-29 19:30:00,58.15,wednesday
2019-05-29 20:00:00,58.15,wednesday
2019-05-29 20:30:00,58.15,wednesday
2019-05-29 21:25:00,58.15,wednesday
2019-05-27 05:50:00,58.15,monday
2019-05-27 07:00:00,75.4,monday
2019-05-27 07:30:00,85.08,monday
2019-05-27 08:00:00,85.08,monday
2019-05-27 08:20:00,85.08,monday
2019-05-27 08:30:00,85.08,monday
2019-05-27 09:30:00,75.4,monday
2019-05-27 10:30:00,75.4,monday
2019-05-27 14:00:00,66.75,monday
2019-05-27 14:30:00,66.75,monday
2019-05-27 16:00:00,85.1,monday
2019-05-27 17:00:00,85.1,monday
2019-05-27 17:30:00,75.4,monday
2019-05-27 18:00:00,75.4,monday
2019-05-27 20:00:00,49.55,monday
2019-05-27 21:25:00,49.55,monday
2019-05-16 06:10:00,49.55,thursday
2019-05-16 06:30:00,49.55,thursday
2019-05-16 07:20:00,49.55,thursday
2019-05-16 07:30:00,49.55,thursday
2019-05-16 08:20:00,58.45,thursday
2019-05-16 08:30:00,58.45,thursday
2019-05-16 09:30:00,75.4,thursday
2019-05-16 10:30:00,58.15,thursday
2019-05-16 11:30:00,58.15,thursday
2019-05-16 12:30:00,58.15,thursday
2019-05-16 14:00:00,58.45,thursday
2019-05-16 14:30:00,58.45,thursday
2019-05-16 15:00:00,58.45,thursday
2019-05-16 16:00:00,58.45,thursday
2019-05-16 17:00:00,78.8,thursday
2019-05-16 18:00:00,78.8,thursday
2019-05-16 18:30:00,75.4,thursday
2019-05-16 19:30:00,66.75,thursday
2019-05-16 20:00:00,66.75,thursday
2019-05-16 20:30:00,66.75,thursday
2019-05-16 21:25:00,66.75,thursday
2019-05-15 06:30:00,40.95,wednesday
2019-05-15 07:00:00,40.95,wednesday
2019-05-15 07:30:00,40.95,wednesday
2019-05-15 08:30:00,75.39,wednesday
2019-05-15 09:00:00,75.39,wednesday
2019-05-15 09:30:00,75.39,wednesday
2019-05-15 10:30:00,75.4,wednesday
2019-05-15 11:30:00,75.4,wednesday
2019-05-15 12:30:00,75.4,wednesday
2019-05-15 14:30:00,75.4,wednesday
2019-05-15 15:30:00,75.4,wednesday
2019-05-15 17:00:00,58.15,wednesday
2019-05-15 18:30:00,40.95,wednesday
2019-05-15 19:00:00,40.95,wednesday
2019-05-15 19:30:00,40.95,wednesday
2019-05-15 20:30:00,40.95,wednesday
2019-05-15 21:25:00,40.95,wednesday
2019-04-25 11:30:00,58.15,thursday
2019-04-23 16:00:00,78.8,tuesday
2019-04-24 12:30:00,66.75,wednesday
2019-04-21 08:30:00,66.75,sunday
2019-05-12 12:30:00,66.75,sunday
2019-04-26 18:00:00,58.15,friday
2019-04-29 05:50:00,58.15,monday
